date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:44:09	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-641aa71212f37%22	http://localhost/swole/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/swole/)
09:44:10	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-641aa708e59fb%22	http://localhost/swole/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.32.3	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min8e60.css	(from http://localhost/swole/)
09:44:10	2342/2342	---M--	200	added ('OK')	text/css	etag:%22926-641aa7333b132%22	http://localhost/swole/wp-content/plugins/elementor-pro/assets/css/widget-slides.min.css?ver=3.32.2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor-pro/assets/css/widget-slides.min20c8.css	(from http://localhost/swole/)
09:44:10	33868/33868	---M--	200	added ('OK')	text/css	etag:%22844c-641e712901a56%22	http://localhost/swole/wp-content/uploads/elementor/css/post-11.css?ver=1761310564	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/uploads/elementor/css/post-113cc1.css	(from http://localhost/swole/)
09:44:12	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdab17cb7d00%22	http://localhost/swole/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/swole/)
09:44:15	798/798	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Nov%202025%2009:44:14%20GMT	http://localhost/swole/xmlrpc.php?rsd	C:/My%20Web%20Sites/swole/localhost/swole/xmlrpc0db0.php	(from http://localhost/swole/)
09:44:17	2013/2013	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Nov%202025%2009:44:15%20GMT	http://localhost/swole/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fswole%2F	C:/My%20Web%20Sites/swole/localhost/swole/wp-json/oembed/1.0/embed056b.json	(from http://localhost/swole/)
09:44:17	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fdfcd9b800%22	http://localhost/swole/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/swole/)
09:44:18	2171/2171	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Nov%202025%2009:44:17%20GMT	http://localhost/swole/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fswole%2F&format=xml	C:/My%20Web%20Sites/swole/localhost/swole/wp-json/oembed/1.0/embed148e	(from http://localhost/swole/)
09:44:22	51530/51530	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Nov%202025%2009:44:12%20GMT	http://localhost/swole/wp-json/wp/v2/pages/11	C:/My%20Web%20Sites/swole/localhost/swole/wp-json/wp/v2/pages/11.json	(from http://localhost/swole/)
09:44:26	53600/53600	---M--	200	added ('OK')	font/woff2	etag:%22d160-625924c6e1680%22	http://localhost/swole/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	(from http://localhost/swole/)
09:44:35	106112/106112	---M--	200	added ('OK')	font/woff2	etag:%2219e80-625924c6e1680%22	http://localhost/swole/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	(from http://localhost/swole/)
09:44:36	5707/5707	---M--	200	added ('OK')	text/javascript	etag:%22164b-641aa71121777%22	http://localhost/swole/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.3	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/js/webpack.runtime.min8e60.js	(from http://localhost/swole/)
09:44:46	59579/59579	---M--	200	added ('OK')	text/javascript	etag:%22e8bb-641aa70d201d5%22	http://localhost/swole/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.3	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/js/frontend-modules.min8e60.js	(from http://localhost/swole/)
09:44:50	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-62d7c8e3fbb80%22	http://localhost/swole/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost/swole/)
09:44:55	32362/32362	---M--	200	added ('OK')	text/javascript	etag:%227e6a-641aa70d0b058%22	http://localhost/swole/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.3	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/js/frontend.min8e60.js	(from http://localhost/swole/)
09:44:56	264089/264089	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Nov%202025%2009:44:12%20GMT	http://localhost/swole/wp-json/	C:/My%20Web%20Sites/swole/localhost/swole/wp-json/index.html	(from http://localhost/swole/)
09:44:56	3721/3721	---M--	200	added ('OK')	text/javascript	etag:%22e89-641aa737af290%22	http://localhost/swole/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.32.2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min20c8.js	(from http://localhost/swole/)
09:44:57	5520/5520	---M--	200	added ('OK')	text/javascript	etag:%221590-602a8e68c9c80%22	http://localhost/swole/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/imagesloaded.minbb93.js	(from http://localhost/swole/)
09:44:58	6248/6248	---M--	200	added ('OK')	text/javascript	etag:%221868-641aa7366f3c0%22	http://localhost/swole/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min20c8.js	(from http://localhost/swole/)
09:44:59	4776/4776	---M--	200	added ('OK')	text/javascript	etag:%2212a8-6234e665c2500%22	http://localhost/swole/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/dist/hooks.min4fdd.js	(from http://localhost/swole/)
09:45:01	9141/9141	---M--	200	added ('OK')	text/javascript	etag:%2223b5-6116e76b65700%22	http://localhost/swole/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/swole/localhost/swole/wp-includes/js/dist/i18n.minc33c.js	(from http://localhost/swole/)
09:45:05	24288/24288	---M--	200	added ('OK')	text/javascript	etag:%225ee0-641aa734ce134%22	http://localhost/swole/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor-pro/assets/js/frontend.min20c8.js	(from http://localhost/swole/)
09:45:12	44670/44670	---M--	200	added ('OK')	text/javascript	etag:%22ae7e-641aa7349a825%22	http://localhost/swole/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.2	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min20c8.js	(from http://localhost/swole/)
09:45:19	143709/143709	---M--	200	added ('OK')	text/javascript	etag:%222315d-641aa712409ae%22	http://localhost/swole/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from http://localhost/swole/)
09:45:25	89820/89820	---M--	200	added ('OK')	font/ttf	etag:%2215edc-641af4bd771eb%22	http://localhost/swole/wp-content/uploads/2025/10/abnes.ttf	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/uploads/2025/10/abnes.ttf	(from http://localhost/swole/wp-content/uploads/elementor/css/post-11.css?ver=1761310564)
09:45:28	414580/414580	---M--	200	added ('OK')	image/png	etag:%2265374-641d99a9fd8f9%22	http://localhost/swole/wp-content/uploads/2025/10/Picsart_25-10-23_21-48-55-3861.png	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/uploads/2025/10/Picsart_25-10-23_21-48-55-3861.png	(from http://localhost/swole/)
09:45:57	1165092/1165092	---M--	200	added ('OK')	image/png	etag:%2211c724-641d2f78e5f78%22	http://localhost/swole/wp-content/uploads/2025/10/Picsart_25-10-23_13-47-36-295.png	C:/My%20Web%20Sites/swole/localhost/swole/wp-content/uploads/2025/10/Picsart_25-10-23_13-47-36-295.png	(from http://localhost/swole/)
